Date,Open,High,Low,Close,Volume,Turnover (? Cr)
01-Jun-16,8275.05,8312.9,8264.35,8272.6,366379828,11288.13
02-Jun-16,8252.55,8324.8,8249.25,8314.4,310924981,10855.93
03-Jun-16,8342.55,8359.45,8307.55,8316.4,509355072,13433.16
06-Jun-16,8323.5,8331.1,8278.4,8292.45,264510153,9633.44
07-Jun-16,8327.1,8381.75,8309.3,8354.2,347869886,12835.84
08-Jun-16,8373.35,8374.3,8344.3,8366.25,282100777,9895.3
09-Jun-16,8369.65,8369.65,8285.15,8302.9,299177326,10116.13
10-Jun-16,8285.1,8360.9,8261.3,8267.45,295806585,9969.29
13-Jun-16,8199.95,8219.85,8160.15,8207.45,256471761,9049.96
14-Jun-16,8230.45,8230.45,8168.7,8208.7,245576140,7785.89
15-Jun-16,8239.3,8308.4,8224.1,8301.45,270424714,8929.18
16-Jun-16,8279.1,8279.1,8176.4,8243.65,322050062,10178.7
17-Jun-16,8280.55,8297.15,8235.65,8268.9,286586315,9845.12
20-Jun-16,8214.45,8339.45,8206.55,8334.3,291617774,9554.17
21-Jun-16,8351.65,8351.65,8306.95,8321.15,255473469,8302.17
22-Jun-16,8316.25,8339.4,8259.3,8307.45,232985195,8260.3
23-Jun-16,8306.6,8379.2,8288.1,8366.35,266538569,8717.69
24-Jun-16,8130.95,8201.45,8025.15,8192.85,497748969,16653.51
27-Jun-16,8148.6,8234.7,8148.6,8210.25,265118178,9694.94
28-Jun-16,8215.6,8263.45,8213.6,8248.45,270058968,10067.86
29-Jun-16,8293.05,8334.7,8282.3,8326.7,283532640,9796.18
30-Jun-16,8381.95,8430.15,8367.65,8416.2,476675326,16734.29
01-Jul-16,8442.8,8491.05,8442.8,8469.85,288631827,10294.84
04-Jul-16,8518,8543.05,8510.25,8516.6,283888993,9403.05
05-Jul-16,8523.75,8523.75,8467.05,8485.5,276493951,8485.63
07-Jul-16,8492.2,8508.75,8468.35,8485.6,295213094,10318.48
08-Jul-16,8499,8499,8437.1,8476.05,260971665,9540.61
11-Jul-16,8565.95,8629.2,8562.35,8622.2,285709774,10842.12
12-Jul-16,8656.65,8683.4,8635.55,8678.65,339462810,11497.08
13-Jul-16,8698.6,8703.9,8649.15,8671.7,402141418,12861.01
14-Jul-16,8670.6,8720.95,8658,8716.7,294404472,10203.4
15-Jul-16,8722.95,8752.85,8674.8,8700.1,368410408,15799.03
18-Jul-16,8723.75,8743.5,8649.75,8662.55,277134837,10846.82
19-Jul-16,8669.4,8695.2,8628.4,8684.35,305199536,11109.74
20-Jul-16,8675.45,8730.65,8675.45,8727.1,293702224,10950.87
21-Jul-16,8749.75,8750.4,8675.2,8680.85,303375575,11105.3
22-Jul-16,8692.8,8729.2,8661.9,8725.3,317441053,10089.79
25-Jul-16,8711.3,8825.55,8711.05,8821.55,322301356,12015.62
26-Jul-16,8822.3,8838.9,8768.3,8781.5,302073481,12903.34
27-Jul-16,8794.15,8852.7,8763.4,8811.75,323899586,15109.84
28-Jul-16,8831.85,8868.95,8820.25,8860.5,440320877,18432.57
29-Jul-16,8865.15,8874.5,8832.65,8839,306255007,12689.92
01-Aug-16,8859.25,8917.45,8790.35,8841.45,339234138,13744.17
02-Aug-16,8855.25,8892.3,8811.2,8819.95,317871032,12726.22
03-Aug-16,8834.65,8834.65,8713.15,8727.95,282622282,12141.21
04-Aug-16,8785.25,8787.35,8701.9,8741.85,287942087,10974.43
05-Aug-16,8792.15,8887.5,8789.7,8881.9,297896393,11838.22
08-Aug-16,8914.25,8931.8,8898.1,8921,285744676,11786.52
09-Aug-16,8937.55,8938.05,8844.95,8883.65,312871458,12332.3
10-Aug-16,8892.5,8894.65,8760.8,8771.4,307668393,12039.63
11-Aug-16,8770,8798.85,8727.5,8789.7,314320416,12239.97
12-Aug-16,8802.85,8881.85,8802.85,8871.5,387266149,15232.19
16-Aug-16,8873.9,8890.2,8809.2,8853.05,343328079,14055.52
17-Aug-16,8851.85,8883.85,8821.75,8846.85,292839699,10824.36
18-Aug-16,8871.45,8908.9,8871.45,8894.85,273985207,10419.17
19-Aug-16,8916.9,8916.9,8871.25,8893,330071760,11048.9
22-Aug-16,8893.45,8910.45,8837.8,8851.95,255164796,9587.9
23-Aug-16,8850.9,8854.25,8793.95,8846.55,295341641,10050.26
24-Aug-16,8862.75,8884.35,8846.25,8874.55,240930345,10024.13
25-Aug-16,8894.25,8909.4,8809.2,8816.7,346804998,14558.73
26-Aug-16,8840.35,8851.95,8779.25,8803.9,259904013,9613.32
29-Aug-16,8814.65,8847.55,8773.1,8835.15,228858454,9132.25
30-Aug-16,8874.2,8967.15,8873.4,8962.55,242607523,10710.92
31-Aug-16,8975.35,9037.3,8975.35,9000.5,507593364,26262.11
01-Sep-16,9009.3,9029,8971.45,8987.8,393850779,12443.83
02-Sep-16,9008.1,9035.5,8981.45,9022.25,299971279,10523.8
06-Sep-16,9065.95,9167.5,9065.95,9160.45,298469630,12258.78
07-Sep-16,9187.05,9188.15,9137.05,9142.55,457468274,15199.16
08-Sep-16,9144.15,9184.7,9125.2,9177.9,355558545,13880.21
09-Sep-16,9163.75,9163.75,9082.2,9090.75,317766570,13098.5
12-Sep-16,8954.4,8966.3,8903.4,8918.95,332333864,12818.3
14-Sep-16,8920.95,8953.75,8897.95,8943.55,317096697,12160.32
15-Sep-16,8961.2,8965.25,8914.35,8950.6,293670166,10033.72
16-Sep-16,8991.95,9060.2,8956.05,8986.25,454788667,18900.53
19-Sep-16,8997.9,9029.65,8980.9,9015.05,240152450,10113.37
20-Sep-16,9023.45,9024.9,8970.65,8987.3,241358968,10213.73
21-Sep-16,9002.95,9038.15,8969.15,8987.45,239363227,10127.72
22-Sep-16,9083.65,9104.35,9046.45,9083.9,277984556,12221.34
23-Sep-16,9098.25,9101.8,9044.55,9054.75,307994442,13283.3
26-Sep-16,9034.05,9034.85,8947.6,8956.4,270194295,11311.85
27-Sep-16,8983.65,9003.3,8923.55,8940.5,248469632,9945.2
28-Sep-16,8947.55,9004.4,8938.75,8983.8,284783804,11271.17
29-Sep-16,9032.15,9040.2,8762.55,8799.95,639020154,25842.45
30-Sep-16,8789.8,8868.9,8763.4,8844.2,295941744,11957.29
03-Oct-16,8900,9000.95,8875.15,8992.55,251753648,10452.29
04-Oct-16,9025.5,9039.15,8991.55,9029.2,305413005,11563.79
05-Oct-16,9066.25,9067.15,8993.9,9010,265570742,9964.98
06-Oct-16,9036.7,9057.75,8950.65,8979.25,281810646,11504.19
07-Oct-16,8995.2,9000.45,8929.6,8965.3,245236074,10778.07
10-Oct-16,9004.35,9014.5,8966.6,8971.95,180284707,7209.6
13-Oct-16,8937.65,8946.85,8792.3,8832.3,318513762,13681.62
14-Oct-16,8854.75,8865.75,8809.4,8847.3,237657698,11936.28
17-Oct-16,8875.75,8877.9,8769.05,8784.45,285016597,11127.28
18-Oct-16,8821.05,8953.9,8820.9,8945.6,304527836,11909.11
19-Oct-16,8968.55,8969.55,8908.8,8933.9,258493922,10439.87
20-Oct-16,8969.8,9001.4,8951.25,8970.3,264119789,9934.96
21-Oct-16,8981.3,8981.4,8923.7,8967.55,243285551,10267.1
24-Oct-16,8985.8,9005.85,8955.85,8977.1,237536455,8907.98
25-Oct-16,8989.25,8989.6,8930.05,8963.45,264876237,10636.78
26-Oct-16,8931.3,8931.3,8862.4,8883.15,311574198,12350.22
27-Oct-16,8873.5,8875.95,8807.05,8866.15,357689193,16316.8
28-Oct-16,8879.25,8916.55,8842.1,8906.05,301181058,12638.54
30-Oct-16,8941.45,8948,8891.3,8900.55,30798558,1135.95
01-Nov-16,8928.25,8949.75,8892,8904.4,302187205,11946.69
02-Nov-16,8819.25,8820.85,8771.55,8781.1,263437514,10550.05
03-Nov-16,8767.15,8807.15,8725.7,8736.15,285503345,10544.11
04-Nov-16,8755,8755.3,8638.65,8673.85,349794613,15527.9
07-Nov-16,8778.5,8780.55,8721.75,8738,269370669,11399.49
08-Nov-16,8779.85,8798.5,8718.8,8782.9,293590965,11273.77
09-Nov-16,8288.9,8699.9,8194.25,8660.15,516583966,20859.44
10-Nov-16,8789.45,8843.7,8747.45,8763.55,460201755,17439.96
11-Nov-16,8688.1,8691.85,8502.2,8518.45,430215243,16955.56
15-Nov-16,8508.35,8510.95,8281.05,8296.05,535037224,22804.04
16-Nov-16,8397.45,8405.3,8283.2,8309,418717257,18070.35
17-Nov-16,8305.5,8353.25,8260.8,8281.95,305651417,11843.35
18-Nov-16,8300.3,8332.5,8250.3,8283.3,279679962,10963.93
21-Nov-16,8312.65,8312.65,8112.1,8124.6,342209038,12193.38
22-Nov-16,8185.6,8225.55,8132.8,8208.35,334488445,12027.57
23-Nov-16,8260.3,8265.9,8183.6,8253.65,297828757,11605.13
24-Nov-16,8231.45,8249.25,8174.3,8194.6,424510115,16248.26
25-Nov-16,8237.1,8351.45,8205.6,8344.05,288946776,11879.8
28-Nov-16,8314.5,8383.8,8299.75,8365.1,298282446,11597
29-Nov-16,8372,8435.9,8367.05,8379.55,292510517,11492.24
30-Nov-16,8409.75,8475.75,8379.05,8466.4,415806462,22080.9
01-Dec-16,8486.6,8491.9,8418.3,8425.9,249388676,10347.14
02-Dec-16,8382.85,8390.3,8298.8,8316.35,274435719,10689.5
05-Dec-16,8319.6,8378.25,8293.65,8365,208064098,8580.97
06-Dec-16,8391,8416.7,8370.35,8380.9,189234998,7517.15
07-Dec-16,8408.3,8426.25,8315.6,8344.3,254616943,10224.46
08-Dec-16,8397.4,8501.1,8395.75,8493.4,239645412,10051.85
09-Dec-16,8517.35,8517.7,8485.1,8501.7,243927162,9248.97
12-Dec-16,8475.1,8475.1,8389.65,8406.35,191590812,7123.91
13-Dec-16,8427.85,8450.35,8387.4,8443.7,270931094,11599.61
14-Dec-16,8453.4,8453.4,8384.7,8397.3,233074218,9737.38
15-Dec-16,8341.15,8444.85,8335.15,8370.25,260443173,10922.62
16-Dec-16,8394.15,8394.7,8341.35,8355.75,281486636,12209.59
19-Dec-16,8346.6,8349.05,8307.4,8316.55,174184782,7207.62
20-Dec-16,8322.05,8335.45,8266.3,8286.4,194617175,8158.12
21-Dec-16,8311.4,8316.85,8259.05,8267.55,196345237,8381.31
22-Dec-16,8251,8251.6,8162,8173.55,200617132,8293.77
23-Dec-16,8169.05,8217.45,8131.2,8173.25,212717351,9367.92
26-Dec-16,8152.7,8157.15,8069.85,8083.05,195614772,7986.55
27-Dec-16,8090.35,8226.05,8072.6,8214.45,214088445,7863.02
28-Dec-16,8232.55,8290.15,8215.55,8222,211588067,8490.99
29-Dec-16,8218.55,8304.75,8209.65,8296.8,314316229,11353.28
30-Dec-16,8315.55,8394.4,8311.2,8382.5,205477330,7968.23
02-Jan-17,8409.6,8411.05,8337.2,8389.25,208398549,7677.37
03-Jan-17,8407.3,8437.4,8365.3,8411.2,215814370,8616.75
04-Jan-17,8424.45,8440.5,8397.95,8407.9,243249400,9642.15
05-Jan-17,8445.55,8509.45,8443.6,8501.65,260376889,10957.16
06-Jan-17,8512.8,8538.85,8460.8,8472.7,248977741,10501.82
09-Jan-17,8490.8,8494,8460.8,8466.8,170197756,7491.22
10-Jan-17,8494.3,8531.45,8493.75,8526.2,229813230,9721.49
11-Jan-17,8565.25,8631.25,8558.95,8623.15,328048284,12773.08
12-Jan-17,8634.65,8658.9,8622,8651,361979696,10456.84
13-Jan-17,8698.9,8701.9,8616.75,8646.7,294726096,11585.05
16-Jan-17,8640.65,8677.35,8623.05,8666.45,233019011,8549.44
17-Jan-17,8672.6,8696.1,8633.1,8653.1,244556382,9849.32
18-Jan-17,8661.2,8718.75,8656.4,8678.3,269333472,10667.37
19-Jan-17,8680,8707.75,8665.85,8697.95,261492545,10283.15
20-Jan-17,8668.85,8689.05,8595.45,8602.9,298725553,11837.89
23-Jan-17,8585.55,8660.5,8583.15,8651.6,281931388,11412.77
24-Jan-17,8670.3,8745,8661.95,8739.45,267493315,11105.48
25-Jan-17,8764.05,8878.4,8758.15,8867.95,492960503,19254.33
27-Jan-17,8876.75,8943.45,8872.95,8908.9,428070715,15405.64
30-Jan-17,8903.05,8935.1,8883.65,8910,406626241,12579.56
31-Jan-17,8910.5,8912.7,8816.4,8825,666893953,19005.14
01-Feb-17,8837.3,8995,8803.75,8988.45,481080241,17619.52
02-Feb-17,8998,9037.7,8962.1,9013.9,429021287,15496.49
03-Feb-17,9019.05,9034.7,8990.9,9021.35,311910874,11883.82
06-Feb-17,9068.85,9099.6,9055.1,9089.65,307213592,12251.82
07-Feb-17,9097.55,9099.75,9025.9,9056.75,380597280,13190.6
08-Feb-17,9068.15,9086.1,9005.6,9065,353860325,12952.15
09-Feb-17,9088,9115.2,9015,9073.55,292629426,12092.71
10-Feb-17,9106.9,9111.9,9060.1,9082.95,338588385,13197.59
13-Feb-17,9110.45,9116.6,9038.3,9093,308003702,11290.37
14-Feb-17,9109.3,9109.35,9051.65,9067.4,303232569,11642.85
15-Feb-17,9054.75,9080.55,8975.5,8990.2,335882131,13542.32
16-Feb-17,9004.65,9065.65,8979.95,9062.1,318663329,13524.65
17-Feb-17,9162.05,9173.95,9087.7,9110.2,405813345,26693.99
20-Feb-17,9109.8,9174.2,9098.15,9169.4,258222965,10446.57
21-Feb-17,9182.3,9220.05,9162.35,9207.25,264827696,11628.11
22-Feb-17,9231.1,9252.05,9192.35,9213.9,358914046,16619.32
23-Feb-17,9241.25,9262.9,9207.1,9219.25,546609026,22128.03
27-Feb-17,9222.75,9234.2,9172.85,9180.85,284260996,13605.09
28-Feb-17,9186.1,9202.15,9156.15,9170.95,400884823,17067.09
01-Mar-17,9197.65,9248.15,9191.65,9229.75,327659069,13145.76
02-Mar-17,9270,9278.05,9148.05,9167.65,357501716,14167.05
03-Mar-17,9150.55,9174.45,9123.55,9165.05,307300800,13993.87
06-Mar-17,9185.95,9235.1,9185.45,9230.25,256610599,11301.03
07-Mar-17,9245.55,9245.6,9201.7,9214.55,267280823,10808.07
08-Mar-17,9220.15,9225.25,9151.6,9190.05,282745643,12770.82
09-Mar-17,9181.8,9212.2,9167.5,9190.15,249820988,11050
10-Mar-17,9216.8,9238.65,9164.2,9193.6,227213489,9438.71
14-Mar-17,9350.75,9378.65,9315.45,9348.75,380171078,17710.63
15-Mar-17,9351.65,9376.55,9341.75,9356.85,332097056,12622.84
16-Mar-17,9403.05,9441.95,9401.85,9437.9,341051606,12899.74
17-Mar-17,9488.75,9498.9,9427.15,9442.65,410729698,16994.58
20-Mar-17,9452.55,9452.9,9401.1,9414.45,427946072,11909.77
21-Mar-17,9420.65,9429.3,9362,9401.1,356562332,14541.86
22-Mar-17,9325.45,9343.85,9292.55,9308.3,358224195,14006.7
23-Mar-17,9333.75,9384.4,9333.75,9371.9,314092583,12621
24-Mar-17,9389.3,9417.5,9377.55,9391.1,323347808,12001.88
27-Mar-17,9379.5,9380.65,9312.25,9330.65,314788299,11767.1
28-Mar-17,9365.8,9400.6,9364.6,9390.45,285124057,11167.99
29-Mar-17,9417.45,9437.45,9394.6,9428.55,364308094,14439.21
30-Mar-17,9429.1,9470.55,9423.8,9460.7,530006069,21753.92
31-Mar-17,9451,9483.25,9444.55,9467.1,324863317,14230.8
03-Apr-17,9509.4,9535,9484.1,9528.6,238938888,10978.35
05-Apr-17,9557.2,9575.4,9510.85,9567.95,323687866,14906.53
06-Apr-17,9549.15,9576.4,9523.95,9570.15,334473043,13542.31
07-Apr-17,9534.1,9570.95,9502.65,9514.45,337052642,13647.43
10-Apr-17,9542.05,9546.65,9497.4,9510.6,249724001,11357.84
11-Apr-17,9511.45,9573.7,9501.25,9567.25,394230893,13835.87
12-Apr-17,9573.7,9583.35,9487.7,9540.7,318648651,12719.13
13-Apr-17,9540.45,9540.5,9485.7,9492.45,272276116,11797.37
17-Apr-17,9489.45,9505.15,9462.2,9478.9,282107934,9786.44
18-Apr-17,9502.4,9558.5,9422.6,9432.8,328298726,12194.64
19-Apr-17,9438.25,9454.3,9408.4,9440.7,311723478,12217.2
20-Apr-17,9451.65,9486.45,9446.15,9474.8,281372309,11899.95
21-Apr-17,9519.45,9524.55,9431.7,9463.6,316515725,11996.61
24-Apr-17,9479.9,9568.35,9476.3,9562.1,291774871,12570.61
25-Apr-17,9617.2,9665.7,9596.9,9662.95,329638850,14590.2
26-Apr-17,9694.4,9718.35,9641.9,9699,328838451,14469.51
27-Apr-17,9707.6,9711.65,9665.25,9683,338051072,16995.47
28-Apr-17,9683.05,9685.05,9635.3,9652.45,286378694,12057.99
02-May-17,9687.9,9704.35,9618.05,9668.95,278055711,12448.11
03-May-17,9702.6,9704.25,9652.1,9666.4,266723017,11116.7
04-May-17,9712.55,9717.95,9675.05,9712.4,393340527,15281.81
05-May-17,9724.8,9726.7,9608,9625.35,383740415,13965.89
08-May-17,9653.15,9679.9,9638.3,9657.1,303906708,11146.98
09-May-17,9680.6,9688.95,9650.25,9672.05,263352932,11353.24
10-May-17,9698.65,9778.9,9695.6,9771.05,287935352,12215.14
11-May-17,9812.2,9814.75,9776.25,9786.7,317641209,13613.41
12-May-17,9799.25,9799.9,9726.55,9760.65,298251422,14347.96
15-May-17,9795.35,9816.1,9784.35,9812.65,296195828,12228.3
16-May-17,9831.05,9874.25,9821,9870.2,350960226,13757.79
17-May-17,9874.15,9882.75,9840.3,9873.45,367170583,14962.71
18-May-17,9799.05,9833.6,9743.85,9757,329122790,14450.3
19-May-17,9801,9835.35,9699.3,9746.55,391058675,16032.3
22-May-17,9802.95,9823.6,9732,9742.45,304592660,12775.08
23-May-17,9750.7,9751.75,9649.55,9676.5,374880490,15726.58
24-May-17,9700.7,9714.7,9609.8,9631.2,343810339,14386.41
25-May-17,9657.9,9787.05,9646,9776.15,510151168,22414.92
26-May-17,9777.5,9891.55,9765,9884.25,402331046,15582.52
29-May-17,9856.75,9917.8,9827.55,9877.8,373191869,15834.05
